"a","b","sigma1","Scenario"
0.824053052710684,1.46933744436993,5.63111184856209,"Scenario 3 (a=0.9, b=1, sig=5)"
0.810820083558472,3.22251233086204,4.81270225437533,"Scenario 3 (a=0.9, b=1, sig=5)"
0.820465255209128,3.6512073146146,4.942144009488,"Scenario 3 (a=0.9, b=1, sig=5)"
0.785808804709007,0.157987993630318,4.00368026986522,"Scenario 3 (a=0.9, b=1, sig=5)"
0.920180084357248,1.01903104155615,4.7045209226527,"Scenario 3 (a=0.9, b=1, sig=5)"
0.905996593630602,1.90286823212426,4.4538972409549,"Scenario 3 (a=0.9, b=1, sig=5)"
0.86778079468726,0.872451651082947,5.56653584319348,"Scenario 3 (a=0.9, b=1, sig=5)"
0.845031708366503,2.99139533384434,5.31355424959794,"Scenario 3 (a=0.9, b=1, sig=5)"
0.907050217642813,1.01756137911307,4.97537762995206,"Scenario 3 (a=0.9, b=1, sig=5)"
0.859841730905414,1.86182611546863,4.77375880188862,"Scenario 3 (a=0.9, b=1, sig=5)"
0.71433500212861,2.46704121147158,4.55471550570201,"Scenario 3 (a=0.9, b=1, sig=5)"
0.946513090649995,0.77724942663872,5.03236828228384,"Scenario 3 (a=0.9, b=1, sig=5)"
0.856495730396075,1.87565907689417,4.3859082858242,"Scenario 3 (a=0.9, b=1, sig=5)"
0.945659414530849,0.312773532823369,4.89313228788658,"Scenario 3 (a=0.9, b=1, sig=5)"
0.786988266206071,0.701854744982713,5.52932891261248,"Scenario 3 (a=0.9, b=1, sig=5)"
0.853064146152173,2.10585535553311,4.19743364548287,"Scenario 3 (a=0.9, b=1, sig=5)"
0.915030669247528,0.377205083547527,4.38113357638552,"Scenario 3 (a=0.9, b=1, sig=5)"
0.820090512568377,2.67225243210369,4.6363634829895,"Scenario 3 (a=0.9, b=1, sig=5)"
0.740956376008665,1.29461302316935,4.82297558543429,"Scenario 3 (a=0.9, b=1, sig=5)"
0.906247565036171,0.955787134584409,4.81294776022563,"Scenario 3 (a=0.9, b=1, sig=5)"
0.915013658741072,0.746403122701387,4.79728751228323,"Scenario 3 (a=0.9, b=1, sig=5)"
0.926330618340275,0.848925264800581,4.72797052648781,"Scenario 3 (a=0.9, b=1, sig=5)"
0.779699473454007,1.95174217361464,5.20242062523426,"Scenario 3 (a=0.9, b=1, sig=5)"
